id,title,summary,gender,min_age,max_age
NCT01004159,Cetuximab Plus Irinotecan in Colorectal Cancer Patients Who Progressed After Failure With Cetuximab Plus Irinotecan,"
      This study is being performed to test if the use of high dose of cetuximab in combination
      with irinotecan overcomes the resistance seen with standard dose of cetuximab plus irinotecan
      in patients with wild type KRS tumors that have advanced colon or rectal cancer
    ",All,18 Years,99 Years
NCT01004250,A Study of Pemetrexed and Bevacizumab for Participants With Advanced Non-Small Cell Cancer,"
      Participants with advanced non-small cell lung cancer (NSCLC) will receive a first-line
      treatment of Pemetrexed, Cisplatin and Bevacizumab as induction therapy followed by a
      maintenance treatment of Pemetrexed and Bevacizumab. Treatment will continue until disease
      progression or unacceptable toxicity occurs. The primary objective of this study is to
      measure how long this treatment could prevent the disease progression.
    ",All,18 Years,N/A
NCT01004289,POSTconditioning During Coronary Angioplasty in Acute Myocardial Infarction Study,"
      The POST-conditioning during coronary angioplasty in Acute Myocardial Infarction (POST-AMI)
      trial will evaluate the usefulness of postconditioning in limiting infarct size and
      microvascular damage during the early and late phases after AMI.
    ",All,18 Years,N/A
NCT01004328,Using Health Information Technology (HIT) to Improve Transitions of Complex Elderly Patients From Skilled Nursing Facility (SNF) to Home,"
      The incidence of drug-induced injury is high in the ambulatory geriatric population,
      especially for elders with complex healthcare needs during high risk transitions to the
      ambulatory setting. In a previous study funded by the National Institute on Aging and the
      Agency for Healthcare Research and Quality [AHRQ] (AG 15979), the investigators determined
      that drug-related injuries occur at a rate of more than 50 per 1000-patient years in older
      adults in the ambulatory setting and that 28% are preventable. Independent risk factors for
      adverse drug events among older adults in the ambulatory setting included advanced age,
      multiple comorbid conditions, and the use of medications requiring close monitoring. In this
      project, Using HIT to Improve Transitions of Complex Elderly Patients from SNF to Home (1 R18
      HS017817), the investigators are testing the use of an electronic medical record (EMR)-based
      transitional care intervention for complex elderly patients transitioning from subacute care
      in a skilled nursing facility (SNF) to the ambulatory setting. The growing trend for
      physicians and other healthcare providers to restrict their practices to single settings and
      not follow complex patients as they move between settings leaves older patients discharged
      from subacute care particularly vulnerable. This transition is uniquely challenging because
      of the complex healthcare needs of this population, who often require outpatient primary care
      physicians to coordinate with visiting nurses in order to manage complex medication regimens
      and fluctuating clinical status. To facilitate high-quality transitions from the subacute to
      the ambulatory setting and support interdisciplinary communication, the investigators will
      use the EMR to assure that physicians in the ambulatory setting receive key health
      information and alerts.
    ",All,65 Years,N/A
NCT01004367,Health Promotion in Adolescents in Ecuador,"
      Worldwide, low-income and middle-income countries are undergoing rapid demographic and
      nutritional changes. Populations tend to move from their traditional food habits towards
      dietary patterns characterized by a more energy-dense diet, while urbanization and technology
      (work, transport) play a role in the reduction of their physical activity. This shift towards
      energy-dense diets and lower levels of physical activity are key determinants of chronic
      diseases. Nowadays, childhood overweight and obesity are becoming a major threat to public
      health all in low-income and middle-income countries. Clearly, not properly addressing this
      health problem will only aggravate the already enormous impact of chronic diseases on the
      social and economic development of these countries. This study aims to develop a culturally
      relevant school-based prevention intervention among Ecuadorian adolescents (11-13 years old)
      in Cuenca. The intervention will target behavioural nutrition and physical activity.
      Intervention strategies will be developed based on theoretical behavioural change models
      integrated in two complementary frameworks, i.e. (i) the Intervention Mapping protocol, and
      (ii) the Comprehensive Participatory Planning and Evaluation protocol.

      The study includes two phases:

        1. A formative research, which will be conducted in order to understand the causality of
           the school environment and unhealthy eating and low physical activity levels in
           school-going adolescents, aged 12-13 years old.

        2. A paired, cluster-randomized controlled trial including 1400 adolescents (12-13 years
           old) from 10 pairs of schools (i.e. clusters). Within each pair of clusters, one cluster
           will be randomly assigned to the intervention and the other to the control group.
    ",All,11 Years,13 Years
NCT01004419,Trial of ZD6474 and Faslodex in Non-Small Cell Lung Cancer,"
      The purpose of this study is to evaluate the safety and tolerability of vandetanib and
      fulvestrant; to find the maximum tolerated dose of these two drugs; and to evaluate response
      rate and assess toxicity of this combination.
    ",All,18 Years,N/A
NCT01004588,The Effects of Resistance Training and Protein Supplementation in Healthy Elderly Men and Women.,"
      The main objective of this study is to examine the effects of resistance type exercise
      training combined with nutritional support on body composition and muscle characteristics in
      healthy elderly men and women. For a comprehensive insight into the potential underlying
      mechanisms of the intervention effects on whole body-, muscle- and myocellular level, a broad
      range of tests will be performed before, during, and after the intervention period.
    ",All,65 Years,90 Years
NCT01004601,Low Dose Weekly Docetaxel Versus Pemetrexed in Previously Treated Advanced Non-Small-Cell Lung Cancer,"
      Docetaxel and pemetrexed have been validated for previously treated advanced non-small cell
      lung cancer (NSCLC); however, tolerability is a concern with the docetaxel (tri-weekly 75
      mg/m2 schedule). The investigators conducted this study to compare the efficacy and toxicity
      of weekly low-dose docetaxel versus tri-weekly pemetrexed for previously treated advanced
      NSCLC.
    ",All,18 Years,N/A
NCT01004653,A Clinical Trial of Split-virion Influenza A/H1N1 Vaccines,"
      A single center, Open-Label phase IV clinical trial is to be conducted in healthy elders
      (equal to or more than 61 years to evaluate the immunogenicity and safety of Sinovac's 15μg
      H1N1 influenza A Vaccine (Split virion), Inactivated.
    ",All,60 Years,N/A
NCT01004666,Molecular Breast Imaging: A Novel Technology for Detection of Malignant Breast Lesions,"
      Detection of breast cancer as early as possible is an ongoing imaging challenge.The purpose
      of the current study is to assess the clinical performance of the new scintigraphic
      technology, a dedicated breast gamma camera composed by the new generation of CZT
      detectors,for assessment of breast pathology specifically in women where current imaging
      techniques, mainly mammography are suboptimal. These cohort are patients with dense breast
      tissue and patients who are at high risk for breast cancer by a combination of other metrics,
      including family history and genetic testing. BRCA (breast cancer susceptibility gene), is
      particularly a relevant health problem among Ashkenazi Jews in Israel.
    ",Female,25 Years,N/A
NCT01004744,Pre-Surgical Intervention for Targeted Therapies for Breast Cancer,"
      The purpose of this study is to determine the feasibility of a short term administration of a
      targeted therapy (i.e., anastrozole) in women with newly diagnosed early invasive or non
      invasive breast cancer during the interval between their breast biopsy and surgery.
      Anastrozole is a form of hormonal therapy which is part of the standard treatment for hormone
      sensitive breast cancer in postmenopausal women. This clinical model is being used to
      evaluate the biologic effects of this drug on a specific molecular pathway called the
      PI3K/AKT signaling pathway.
    ",Female,21 Years,N/A
NCT01004757,Effects of Low Versus High Carbohydrate Diet During Rehabilitation on Cardiovascular Function and Metabolism in Type 2 Diabetes,"
      Compared to the traditional low fat diet for overweight patients with type 2 diabetes, recent
      evidence shows that low carbohydrate/high protein diets lower triglycerides and postprandial
      glucose levels more effectively. However, it is not known, whether this diet can also improve
      the subclinically impaired myocardial function in type 2 diabetes. This prospective parallel
      group and cross over design study compares the effects of a low glycemic and insulinemic diet
      (LOGI®) with an isocaloric traditional low fat diet during a three weeks rehabilitation
      programme with aerobic exercise for overweight type 2 diabetes patients testing the
      hypothesis, that the low carbohydrate diet improves myocardial function and insulin
      resistance.
    ",All,30 Years,70 Years
NCT01004835,The Migraine and Pain Study GeneBank at Scripps Clinic Registry (MAPS),"
      The objective of this study is to obtain blood or saliva samples to define genes for migraine
      and pain diseases.
    ",All,10 Years,N/A
NCT01004926,Evaluation of the Efficiency of the Echelon Foot in Traumatic Trans Tibial Amputees,"
      The aim of this work was to test the Echelon foot efficiency to offer enhanced safety,
      comfort and function over a wide range of walking surfaces, inclines and stairs, thereby
      improving the quality of life for amputees.

      Ten individuals with a unilateral trans- tibial amputation will participate in two test
      sessions- one while using their own prosthetic foot, the other while using the Echelon foot.
    ",Male,20 Years,70 Years
NCT01005121,Colchicine for Diabetic Nephropathy,"
      Patients with diabetic nephropathy and proteinuria, despite maximal anti- hypertensive and
      anti-glucose treatment, will receive colchicine for six months, 2 mg a day, during which
      their 24 hour urine protein and renal function tests will be monitored. The investigators'
      hypothesis is that colchicine will diminish proteinuria and might also help slow down the
      development of end stage renal failure in the long run.
    ",All,18 Years,90 Years
NCT01005147,Effect of Tranexamic Acid in Upper Gastrointestinal Bleeding,"
      The investigators hypothesize that addition of Tranexamic acid, an antifibrinolytic agent, to
      conventional therapy will lead to an improved outcome characterized by lower transfusion
      requirements.
    ",All,18 Years,80 Years
NCT01005160,Drug Interaction Between CKD-501 and Metformin,"
      The purpose of this study is to evaluate safety, tolerance by comparing availability and the
      pharmacokinetic drug interaction between the CKD-501 and metformin when administered alone
      and combination to healthy male volunteers.
    ",Male,20 Years,45 Years
NCT01005355,Study of IMC-1121B in Patients With Advanced Solid Tumors,"
      This trial is testing the investigational drug IMC-1121B administered to Japanese
      participants with advanced solid tumors who have not responded to standard therapy or for
      whom no standard therapy is available. The rationale for performing this trial is to
      establish the safety profile and the pharmacokinetics of IMC-1121B.
    ",All,20 Years,N/A
NCT01005420,The Effect of Blueberries on Enhancing Insulin Sensitivity in Humans: A Pilot Study,"
      The purpose of this study is to evaluate the effect of blueberry powder on insulin
      sensitivity in obese, non-diabetic, and insulin resistant subjects. The investigators
      hypothesized that supplementation with blueberry powder will result in an increase in insulin
      sensitivity in obese subjects with insulin resistance.
    ",All,20 Years,N/A
NCT01005524,Brain Computer Interface for Communication in ICU: a Feasibility Study,"
      The main objective of this study is to evaluate the usability of a system to assist verbal
      communication based on BCI system using the P300 wave in patients with tetraplegia who can no
      longer communicate because of severe engine damage (tetraplegia) and respiratory damage
      requiring invasive mechanical ventilation (intubation or tracheostomy) preventing verbal
      communication.
    ",All,18 Years,70 Years
NCT01005550,Ropivacaine Hypobaric Spinal Anaesthesia in Traumatic Hip Surgery,"
      This is a prospective, monocentric, randomized study, comparing the effectiveness and
      tolerance of four different dosages of hypobaric ropivacaine for unilateral spinal
      anaesthesia during traumatic femoral neck surgery in the elderly.
    ",All,70 Years,N/A
NCT01005732,Effectiveness of Pressure Garment Therapy After Burns,"
      Purpose - To determine the effectiveness of custom-fit pressure garment therapy in the
      prevention of hypertrophic scarring in healed burns.

      Background - Approximately one million people are burned each year in the United States. The
      most devastating outcomes following burns is the ugly, itchy, hypertrophic scar that
      interferes with work and all other aspects of life. Pressure garment therapy is routinely
      used to minimize hypertrophic scarring even though there is no scientifically valid data that
      this therapy is efficacious. Pressure garments are extremely unattractive, expensive and
      uncomfortable and their use needs to be based upon valid data.

      Goals and Objectives - The investigators plan to determine the effectiveness of pressure
      garment therapy in the control of hypertrophic scarring in healed burns.

      Methods - The I-Scan® device was designed to measure pressure at the body/environment
      interface and allows clinicians to deal with pressure-related problems for at-risk patients.
      It has been widely used in rehabilitation medicine but not with burn survivors. The
      investigators will use this device to measure the pressure at the garment/skin interface. 2)
      Furthermore, the few studies that have been attempted to determine efficacy have used between
      subjects designs. Since burn depth is extremely variable from patient to patient and since
      hypertrophic scarring is greatly influenced by age and race/origin, the between subjects
      design requires very large numbers of subjects. The investigators will use a within wounds
      design studying forearm burns and applying pressure to half of the wound and no pressure to
      the other half. The investigators will then compare hardness, color, thickness and clinical
      appearance.
    ",All,7 Years,65 Years
NCT01005888,C1 Esterase Inhibitor (C1INH-nf) for the Prevention of Acute Hereditary Angioedema (HAE) Attacks,"
      The study objective was to determine the safety and efficacy of C1INH-nf for the prevention
      of acute HAE attacks.
    ",All,6 Years,N/A
NCT01005901,"A Study to Assess the Safety, Tolerability and Efficacy of NVA237 Versus Placebo","
      A study to assess the safety, tolerability and efficacy of NVA237 versus placebo in patients
      with moderate-to-severe chronic obstructive pulmonary disease (COPD).
    ",All,40 Years,N/A
NCT01005966,In Situ Caries Model of Fluoride Toothpastes,"
      This study is to evaluate the effect of fluoride dentrifrices on enamel with artificial
      caries lesions in an in situ model
    ",All,18 Years,80 Years
NCT01006161,Study of SCH 527123 in Subjects With Severe Asthma (Study P05109AM1),"
      Given the strong inhibition of SCH 527123 on neutrophil migration to sites of inflammation,
      there is a theoretical reason for its use in patients with severe asthma where neutrophils
      are thought to play a significant role in the pathophysiology of the disease.
    ",All,18 Years,70 Years
NCT01006499,Role of 'Pentoxifylline and or IgM Enriched Intravenous Immunoglobulin in the Treatment of Neonatal Sepsis',"
      The investigators aim is to investigate whether adjuvant Pentoxifylline , IgM enriched IVIG
      or Pentoxifylline plus IgM-enriched IVIG reduced mortality from Neonatal sepsis.
    ",All,N/A,90 Days
NCT01006551,Ziprasidone in Early Onset Schizophrenia Spectrum Disorders,"
      This is an open trial of ziprasidone (ZIP) in children and adolescents. It is designed to
      provide pilot data on the magnitude of ZIP's antipsychotic effects in psychotic youth, dosing
      ranges, acute safety, and tolerability. This would then inform the design of a rigorous,
      randomized controlled trial of ZIP in the pediatric population. The primary study hypothesis
      is that the proportion of pediatric subjects responding to treatment with ziprasidone will be
      comparable or greater than reported in trials of ziprasidone in adults.
    ",All,6 Years,19 Years
NCT01006655,The Effect of HFA - Beclomethasone Dipropionate Qvar on Bronchial Hyperreactivity in Preschool Children,"
      Respiratory diseases including Asthma are high prevalent among preschool children. Specific
      treatment, nowadays, include steroid inhalers and anti leukotrienes. It is known that the
      amount of the drug reaching small airways and lungs is bigger how much smaller the particles
      liberated by inhalers. Beclometasone is being used for treating asthma for 30 years. Lately
      emerged a new presentation of beclometasone, which liberates particles as small as 2.1 µg,
      that is supposed to reach the small airways at higher concentrations and be more suitable to
      patients who don't cooperate properly to the procedure of inhalation.

      The investigators' group has reported successfully the possibility to perform Pulmonary
      Challenge tests (adenosine, methacholine and exercise) in tender age. Other studies reported
      relation between asthma control and reduction in airway hyperreactivity. The purpose of this
      study is to evaluate the efficacy of Beclometasone dipropionate - Qvar to reduce airways
      hyperreactivity in preschool children, as demonstrated by adenosine challenge test.
    ",All,3 Years,7 Years
NCT01006876,Role of Coumadin in Preventing Thromboembolism in Atrial Fibrillation (AF) Patients Undergoing Catheter Ablation,"
      This study aims to explore the risk of periprocedural thromboembolic events in continuous
      versus interrupted Coumadin therapy in a large, randomized high-risk patient population
      undergoing radio-frequency catheter ablation for atrial fibrillation.
    ",All,18 Years,75 Years
NCT01006941,Trichuris Suis Ova Therapy for Relapsing Multiple Sclerosis - a Safety Study,"
      The hypothesis of this study is that treatment with Trichuris suis ova will be safe and
      effective as an oral treatment of patients with relapsing multiple sclerosis.
    ",All,19 Years,55 Years
NCT01007136,Transcranial Direct Current Stimulation (tDCS)-Enhanced Stroke Recovery,"
      The purpose is to determine whether application of a non-invasive battery powered device
      called transcranial direct current stimulation (tDCS) can improve recovery of hand weakness
      after stroke beyond what is achievable with rehabilitative treatment alone.
    ",All,18 Years,80 Years
NCT01007357,Abdominal MR Imaging at 3.0T: Sequence Optimization and Implementation,"
      This project will facilitate the optimization of body MR imaging at 3 Tesla.
    ",All,19 Years,65 Years
NCT01007422,Opioids Titration in Hospice Patients,"
      RATIONALE: Opioids lessen pain caused by cancer. Titration of opioids in the hospice setting
      is suboptimal due to numerous barriers. Order sets may help to provide timely and effective
      medical and pharmaceutical intervention.

      PURPOSE: The purpose of this study was to identify barriers to good pain control in the
      hospice setting and to develop an order set that would safely address these barriers.
    ",All,21 Years,N/A
NCT01007448,Study Evaluating Two Dose Levels of Targretin Capsules in Participants With Refractory Cutaneous T-Cell Lymphoma (CTCL),"
      This is a multicenter, randomized, open-label, Phase IV study to assess the efficacy,
      tolerability, and safety of 2 initial dose levels of bexarotene capsules in participants with
      refractory CTCL.
    ",All,18 Years,N/A
NCT01007461,IK-1001 (Sodium Sulfide (Na2S) for Injection) in Subjects With Acute ST-Segment Elevation Myocardial Infarction,"
      Myocardial Infarctions (MI) are commonly known as heart attacks. An ST-Segment Elevation
      Myocardial Infarction (STEMI) is a more severe type of heart attack. Myocardial Infarctions
      happen when a coronary artery is partially or fully blocked suddenly by a blood clot, causing
      damage to at least some of the heart muscle being supplied by that artery. In a STEMI, a
      blood clot completely blocks the coronary artery. This can result in damage to the heart
      muscle that is supplied by the affected artery. The purpose of the IK-1001 STEMI Study is to
      evaluate the safety and effectiveness of an investigational study drug (IK-1001). IK-1001 is
      being studied to determine if it is safe and if it can reduce the amount of damage caused to
      the heart from a STEMI. Potential subjects may be eligible if they have been diagnosed with a
      STEMI and undergo a primary percutaneous coronary intervention (PCI, a procedure where a
      blocked coronary artery is unblocked during a cardiac catheterization), as well as meet other
      entry criteria. Up to 446 men and women, aged 18-80, will participate in this study at about
      50 medical sites around the world. Study participation will last for about six months.
      Subjects will receive the study drug through an intravenous catheter over three hours during
      their PCI procedure. Subjects will be monitored in the hospital for approximately three to
      four days after the PCI. There are three follow-up visits at one, three and six months after
      the PCI with the study investigator after discharge from the hospital.
    ",All,18 Years,80 Years
NCT01007474,One Hospital ClinicalService Project,"
      The One Hospital ClinicalService Project is an integrated system composed by a network of
      International Hospital Departments, a clinical data repository and a shared environment for
      the collection, management, analysis and reporting of clinical and diagnostics data from
      patients treated by Medtronic therapies or patients wearing Medtronic implantable devices
      used within their intended use. The One Hospital ClinicalService is composed by a suite of
      systematic, data-guided activities designed to bring about immediate improvements in health
      delivery in particular settings. Data are prospectively collected. An independent committee
      of physicians prospectively identifies key clinical questions on a yearly basis for
      development of quality improvement activities, analyses and publications. A charter, approved
      by Hospital Istitutional Review Boards or other Hospital entities, assigns the ownership of
      data to the centers and governs the conduct of the project and the relationship of the
      scientific committee and Medtronic. Hospital is the data controller, while Medtronic is the
      data processor on behalf of the Hospital. Data collected for quality improvement purposes may
      be mined to perform clinical research.
    ",All,N/A,N/A
NCT01007630,A Study Assessing Change in Sense of Smell After Rasagiline Use in Parkinson's Patients,"
      A decrease or loss of the sense of smell is very common in patients with Parkinson's Disease
      even in the earliest stages of the disease. There have been no treatments that have been
      proven to improve sense of smell in patients with Parkinson's Disease.

      Rasagiline (brand name: Azilect) was approved by the U.S. Food and Drug Administration (FDA)
      on May 16th 2006 to be used by Parkinson's patients to treat the motor symptoms associated
      with the disease. The purpose of this study is to see if there is change in sense of smell
      after starting Rasagiline.
    ",All,N/A,90 Years
NCT01007656,A Multiple-Dose Research Study on Safety Evaluation of the GD Antrodia Camphorata in 30 Healthy Adult Subjects,"
      -  Study design is multiple-dose, open-label study

        -  The purpose of this study is to evaluate the safety after twice daily GD Antrodia
           camphorata administration for 90 days in 30 healthy adult subjects.

             -  Primary objective: The mean change from baseline in laboratory assessment after
                twice daily GD Antrodia camphorata administration at 90th day in 30 healthy adult
                subjects.

             -  Secondary objective: The mean change from baseline in laboratory assessment after
                twice daily GD Antrodia camphorata administration at 10th, 20th, 30th, 45th and
                60th day in 30 healthy adult subjects.

        -  Safety Measurement:

             -  including SGOT(AST), SGPT(ALT), albumin, glucose, creatinine, uric acid,
                cholesterol, TG, r-GT, alkaline phosphatase, total bilirubin, D-Bil, BUN, TP, GLO
                will be documented at 1st, 10th, 20th, 30th, 45th, 60th and 90th day.

             -  vital signs (heart rate, blood pressure, and body temperature) will be documented
                at 1st, 10th, 20th, 30th, 45th, 60th and 90th day.

             -  Subjects will be monitored throughout the confinement portion of the study.
    ",All,20 Years,40 Years
NCT01007773,Safety of Dexmedetomidine in Severe Traumatic Brain Injury,"
      The aim of this study is to assess the safety and feasibility of dexmedetomidine as an
      adjunct to conventional sedative therapy compared to conventional sedative therapy alone in
      patients with severe traumatic brain injury.
    ",All,18 Years,80 Years
NCT01007851,Single Dose Gonadotropin-releasing Hormone (GnRH) Agonist Administration in the Luteal Phase of GnRH Antagonist Stimulated ICSI-ET Cycles,"
      GnRH agonist administration in the luteal phase was reported to beneficially affect clinical
      outcome of ICSI-ET cycles. This randomized controlled trial evaluates the effect of a single
      dose GnRH agonist administered in the luteal phase on the outcome of ICSI - ET cycles
      stimulated with the fixed GnRH antagonist protocol. Women undergoing embryo transfer
      following controlled ovarian hyperstimulation with a fixed GnRH antagonist protocol were
      included. In addition to routine luteal phase support with progesterone women were randomized
      to receive a single dose of GnRH agonist or placebo on the sixth day after ICSI.Ongoing
      pregnancy rate was the primary outcome measure.
    ",Female,18 Years,45 Years
NCT01007890,Prediction of Response to Neoadjuvant Chemotherapy in Women With Operable Breast Cancer,"
      The objective of this study is to develop a biomarker to predict pathological complete
      response in women treated with neoadjuvant chemotherapy for breast cancer. Such a biomarker
      would assist physicians in selecting the most effective chemotherapy for the individual
      patient.
    ",Female,18 Years,N/A
NCT01007929,"Open-Label Absorption, Distribution, Metabolism, Excretion (ADME) and Pharmacokinetics (PK) Following a Single Oral Dose of AZD1236 in Healthy Male Subjects","
      The purpose of this study is to characterise the metabolism, excretion and pharmacokinetics
      of a single oral dose of [14C] AZD1236 in healthy male subjects.
    ",Male,50 Years,65 Years
NCT01007994,Reduction of Night-time Blood Pressure in Pediatric Renal Transplant Recipients,"
      The proposed study investigated the effect of chronotherapeutic alteration of
      anti-hypertensive medication on nocturnal hypertension and end-organ injury in pediatric
      renal transplant recipients who are non-dippers. Additionally, the investigators examined the
      association between response to intervention, serum adiponectin levels and adiponectin gene
      polymorphisms. The investigators hypothesized that (1) evening administration of
      anti-hypertensive medication will convert subjects from non-dipper to dipper status, improve
      mean nocturnal blood pressure (BP), and improve nocturnal BP load, (2) evening administration
      of anti-hypertensive medication will reduce albuminuria, left ventricular mass index (LVMI),
      rate of decline of glomerular filtration rate (eGFR) and will decrease pulse wave velocity
      (PWV).
    ",All,5 Years,21 Years
NCT01008163,"A Dose-Finding, Efficacy and Safety Study of YY-351 in Patients With Type 2 Diabetes","
      The purpose of this trial is to determine the dosage selected and to evaluate the efficacy
      and safety of YY-351.
    ",All,18 Years,N/A
NCT01008241,South Florida Residents Knowledge and Opinions on End-of-Life Issues,"
      The goal of this cross-sectional study is to gain an understanding of the knowledge and
      attitudes regarding end of life issues and hospice care among a sample of residents of South
      Florida recruited through time and space sampling. This study is being conducted by OMS3 COM
      research fellow Heather Ruff as part of the research fellowship requirements.

      Participants will complete a paper and pencil questionnaire that measures 4 domains of
      interest (advanced care planning; end of life care; hospice care and death and dying) as well
      as demographic factors (age, marital status, education etc.). It is estimated that the survey
      will take 15 minutes to complete. Data will be collected anonymously, with no personal
      identifying information. The instructions on the questionnaire state that by completing the
      questionnaire, the participant is providing consent to participate in the study. We will use
      time and space sampling methods to recruit up to 250 participants at community venues (i.e.,
      beaches, street corners, parks, pedestrian malls, and other public venues were people
      congregate) in South Florida. At each venue, we will define a specific area; persons who
      enter the defined area will be approached, screened for eligibility (18 years of age or older
      and a resident of South Florida), and if eligible, invited to participate by trained research
      staff. Sampling intervals will be determined by traffic flow at each venue. If a person
      agrees to participate they will be given a paper and pencil copy of the survey to complete on
      the spot. Participants will be given $1.00 as a token of appreciation. Data entry and data
      analyses will be done using SPSS.
    ",All,18 Years,N/A
NCT01008254,Interdisciplinary Mobility Approach To Reduction Of Facility-Acquired Pressure Ulcers,"
      Musical reminder will raise compliance with mobility in the long-term care setting and reduce
      facility-acquired pressure ulcers.
    ",All,N/A,N/A
NCT01008384,The Effect of Vitamin D Repletion on Small Low Density Lipoprotein (LDL) Particle Number in Subjects at Elevated Cardiovascular Risk,"
      Vitamin D is a fat-soluble vitamin that is naturally present in very few foods, added to
      others, and available as a dietary supplement. It is also produced in the body when
      ultraviolet rays from sunlight strike the skin and trigger vitamin D synthesis. Vitamin D is
      essential for promoting calcium absorption and maintaining adequate serum calcium and
      phosphate concentrations to enable normal mineralization of bone and bone growth. Without
      sufficient vitamin D, bones can become thin, brittle, or misshapen. Vitamin D sufficiency
      prevents rickets in children and osteomalacia in adults. Together with calcium, vitamin D
      also helps protect older adults from osteoporosis. Many people have low levels of Vitamin D.
      Replacing Vitamin D is thought to help lower the risk of heart disease. Vitamin D may be
      helpful, but it could also be harmful. The investigators are studying the effect of Vitamin D
      on the level of a harmful kind of cholesterol. Participants will have their cholesterol
      levels measured and then receive either Vitamin D or a placebo. After 2 months of treatment,
      the investigators will measure their cholesterol levels again.
    ",All,18 Years,85 Years
NCT01008553,"A Confirmatory Study of Fentanyl in Participants With Post-herpetic Neuralgia, Complex Regional Pain Syndrome or Postoperative Pain Syndrome","
      The purpose of this study is to evaluate the efficacy and safety of fentanyl in opioid-naive
      participants with post-herpetic neuralgia, complex regional pain syndrome or post-operative
      pain syndrome who cannot obtain a sufficient analgesic effect by the treatment of non-opioid
      analgesics (drug used to control pain).
    ",All,20 Years,N/A
NCT01008605,Caverject User Study,"
      The purpose of this study is to demonstrate the usability of the system.
    ",Male,40 Years,70 Years
NCT01008709,Comparison Study of Two Different Surgical Clips During Laparoscopic Urologic Surgery,"
      Intracorporeal suturing and knot tying during robotic prostatectomy and laparoscopic and
      robotic renal surgery have historically been considered the most technically challenging and
      time consuming aspects of these procedures. With improved operative technique as well as the
      use of innovative surgical devices, vascular control during these surgeries is often less
      cumbersome as compared with traditional techniques. Current standard methods of hemostasis
      include the use of clips, of which the most popular design is the Hemolock, a locking,
      nonabsorbable plastic clip, or the use of the very expensive endomechanical stapler.
      Unfortunately while they are associated with time savings in the operating room, there is a
      great deal of disposable costs associated with these various devices as well as a not
      insignificant device malfunction rate reported in the literature. The aim of this
      case-controlled study is to evaluate the Aesculap U-clip device compared to our current
      technique of vascular control using the Teleflex Hemolock clip device during minimally
      invasive genitourinary surgery.
    ",All,18 Years,N/A
NCT01008748,Determinants of Smoking Cessation Among Latinos,"
      The goal of this study is to learn how neighborhood and individual factors affect the ability
      to stop smoking among Spanish-speaking Mexican American (MA) smokers who want to quit
      smoking.
    ",All,18 Years,65 Years
NCT01008904,Magnesium Oxide in Treating Hot Flashes in Menopausal Women With Cancer,"
      RATIONALE: Magnesium oxide may help relieve hot flashes in women with cancer.

      PURPOSE: This phase II trial is studying how well magnesium oxide works in treating hot
      flashes in menopausal women with cancer.
    ",Female,18 Years,N/A
NCT01008930,Feasibility Study for Imaging of Peripheral Tumors With a High-Resolution PET Imaging System,"
      The goal of this clinical research study is to learn if using the PEMFlex Solo II, a
      high-resolution camera for PET scan imaging, on an area of the body that has, or is suspected
      to have cancer will give researchers the same or better information about the disease
      compared to the images taken with a routine PET/CT.

      Researchers will compare the images taken using the PEMFlex Solo II to the images taken
      during your scheduled routine PET/CT scan, as well as any additional routine CT scan(s),
      magnetic resonance imaging (MRI) scan(s), and/or ultrasound image(s) you may have had within
      the last 30 days or may have in the next 30 days.
    ",All,18 Years,N/A
NCT01009021,Oral Diclofenac for Retinal Photocoagulation in Diabetic Retinopathy,"
      The purpose of this study was to evaluate the analgesic effect of oral potassium diclofenac
      in patients with proliferative diabetic retinopathy submitted to retinal photocoagulation.

      Two groups of patients were followed and the effect of the treatment (diclofenac plus laser)
      was compared to placebo (placebo plus laser). Pain associated with treatment was recorded
      using a Visual Analog Scale 15 minutes after the procedure.
    ",All,18 Years,N/A
NCT01009086,A Study of the Safety and Effectiveness of Ustekinumab in Patients With Psoriatic Arthritis,"
      The purpose of this study is to evaluate the effectiveness (improvement of signs and
      symptoms) and safety of ustekinumab in participants with active psoriatic arthritis.
    ",All,18 Years,N/A
NCT01009099,Reducing Dynamic Hyperinflation Through Breathing Retraining,"
      This study will compare the effects of exercise training and breathing retraining (using
      metronome tones) to exercise training only. Exercise training lasts 12 weeks.
    ",All,21 Years,85 Years
NCT01009203,"Temsirolimus (Torisel®) and Erlotinib (Tarceva®) in Platinum-Refractory/Ineligible, Advanced, Squamous Cell Carcinoma","
      The primary hypothesis of this study is that the addition of mammalian target of rapamycin
      (mTOR) blockade to conventional epidermal growth factor receptor (EGFR) blockade will result
      in synergistic clinical activity in Squamous Cell Carcinoma of the Head and Neck (SCCHN),
      consistent with preclinical xenograft data. Patients will be treated with the combination of
      temsirolimus and erlotinib, at the previously established Maximal Tolerated Dose (MTD). The
      primary signal of efficacy will be progression free survival (PFS), anticipating that PFS
      will be prolonged compared to historical PFS in SCCHN patients treated with erlotinib or
      cetuximab monotherapy.
    ",All,18 Years,N/A
NCT01009255,Study to Evaluate the Efficacy and Safety of GSK239512 in Alzheimer's Disease,"
      This study aims to evaluate the cognitive enhancing effects and tolerability of GSK239512
      compared to placebo in patients with mild to moderate Alzheimer's disease
    ",All,50 Years,N/A
