id,title,summary,gender,min_age,max_age
NCT01551498,Evaluating the Dietary Supplement Anatabloc in Thyroid Health-ASAP (Antabloc Supplementation Autoimmune Prevention),"
      This is a study to evaluate the safety, tolerability, and potential effects of Anatabloc
      dietary supplementation on antithyroid autoantibodies, thyroid structure, and thyroid
      function in subjects with autoimmune thyroiditis.
    ",Both,18 Years,70 Years
NCT01574859,Central Hypothyroidism and Cardiovascular Risk,"
      Retrospective trial of 300 patients with pituitary insufficiency treated in Department of
      Medica Endocrinology, Rigshospitalet, Copenhagen University concerning levothyroxine (T4)
      replacement and cardiovascular risk factors. The hypothesis is that subtle central
      hypothyroidism is associated with adverse cardiac risk factors, such as body composition and
      serum lipids, and that improved T4 replacement will eliminate this increased risk,
      independently of other pituitary hormone replacements.
    ",Both,N/A,N/A
NCT01576705,Efficacy Assessment of Systematic Treatment With Folinic Acid and Thyroid Hormone on Psychomotor Development of Down Syndrome Young Children,"
      Evaluation of the following in very young children with Down syndrome:

        -  the efficacy of systematic treatment with L-thyroxine at controlled doses (clinically
           and by ultrasensitive thyreostimulating hormone (TSH) assay),

        -  the efficacy of systematic folinic acid treatment at a dose of 1 mg/kg/o.i.d,

        -  any interaction between these two treatments.
    ",Both,6 Months,18 Months
NCT01739972,Desiccated Thyroid Extract and Levothyroxine for Hypothyroidism Treatment,"
      Our hypothesis is that hypothyroid patients on DTE may have a decrease in symptoms, an
      improvement of cognitive function, and an increase in sense of well-being/ quality of life
      equivalently compared with L-T4.
    ",Both,18 Years,65 Years
NCT01835236,Trastuzumab & Pertuzumab Followed by T-DM1 in MBC,"
      In HER2-positive metastatic breast cancer, trastuzumab based treatment is the standard of
      care as long as there are no contraindications to trastuzumab. Frequently, trastuzumab is
      being combined with taxanes in the first-line setting. However, since therapy with
      trastuzumab is active even in the absence of chemotherapy in HER2-positive MBC, the optimal
      treatment strategy either in combination or in sequence with chemotherapy is still under
      debate. This randomized phase II trial is studying a new strategy for the treatment of
      metastatic breast cancer with HER2-positive. First-line treatment consists of trastuzumab
      and pertuzumab, a treatment without chemotherapy. In case of disease progression,
      chemotherapy with T-DM1 is then performed as second-line treatment. Third-line and further
      line therapies are performed according to the physician's discretion. If this new
      therapeutic strategy is as effective and better tolerated than the conventional strategy,
      this would mean a serious breakthrough in the treatment of HER2-positive metastatic breast
      cancer.
    ",Female,18 Years,N/A
NCT01840332,Method of Endogenous TSH Stimulation in the Follow-up of Differentiated Thyroid Cancer,"
      The treatment of differentiated thyroid cancer (DCT) includes surgery followed by
      radioiodine treatment. In the follow-up of patients it is necessary to induce TSH elevation
      to test for cancer recurrence. One of the options is to stop L-thyroxin replacement for
      several weeks. Current pilot study aims to induce the necessary TSH elevation by decreasing
      the L-thyroxin dose. The main hypothesis is that necessary TSH stimulation will be achieved
      during 4-6 weeks in majority of patients.
    ",Both,18 Years,N/A
NCT01848171,Effects of L-thyroxine Replacement on Serum Lipid and Atherosclerosis in Hypothyroidism,"
      Hypothyroidism is a common clinical entity which is often complicated by dyslipidemia. It is
      also reported increased risk for incidence of atherosclerosis and resulting coronary heart
      disease(CHD), heart failure(HF) and cardiovascular(CV) death. The effect of L-thyroxine
      replacement treatment on serum lipid and atherosclerosis is controversial in hypothyroid
      patients, especially in those with mild or moderate subclinical hypothyroidism. The present
      study was designed to investigate whether L-thyroxine replacement was effective in improving
      serum lipid profiles and retarding atherosclerosis progress.
    ",Both,40 Years,75 Years
NCT01874704,Comparison of Biomarkers of Stress in Emergency Physicians Working a 24-hour Shift or a 14-hour Night Shift - the JOBSTRESS Randomized Trial,"
      A stressful state can lead to symptoms of mental exhaustion, physical fatigue, medical
      errors, and also increase coronary heart disease. Emergency physicians subjectively complain
      of stress related to changes in work shifts. Several potential biomarkers of stress have
      been described, but never investigated in emergency physician, who may represent a good
      model of stress due to the complex interplay between stress (life-and-death emergencies,
      which is the defining characteristic of their job), lack of sleep and fatigue due to
      repeated changes in shifts.The aim of this study was to compare biomarkers in emergency
      physicians working a 24-hour shift (24hS) or a 14-hour night shift (14hS), and in those
      working a control day (clerical work on return from leave). We also followed these markers
      three days following each shift (D3/24hS and D3/14hS).
    ",Both,60 Years,N/A
NCT01986140,Scalp Cooling to Prevent Chemo-induced Hair Loss,"
      Determine that the Orbis Paxman Hair Loss Prevention System is safe and effective in
      reducing chemotherapy-induced alopecia in woman with breast cancer undergoing neoadjuvant or
      adjuvant chemotherapy.
    ",Female,18 Years,N/A
NCT02015936,Physical Activity for Advanced Stage Cancer Patients,"
      The purpose of this study is to understand if a home-based physical activity program can
      improve symptoms and physical function among patients with advanced stage cancer.
    ",Both,18 Years,N/A
NCT02027077,Evaluating a Small Change Approach to Preventing Long Term Weight Gain in Overweight and Obese Adults,"
      Obesity is a major risk factor for disease and a public health problem. Recent information
      suggests that while it is possible for most overweight adults to lose a substantial amount
      of weight, maintaining the weight loss for any extended time (2 to 3 years) is very
      difficult. This is because trying to maintain big changes in exercise and/or eating
      behaviour is very difficult in today's environment that makes sustain big changes in
      behaviour (Example: eat allot less or exercise allot more) very hard. In fact at this time
      health professionals are unsure of how best to help overweight adults maintain big
      behavioral changes for long periods of time. In response, we propose that making smaller
      changes in eating and exercise habits every day may be possible in today's environment and
      if so, small weight changes may be possible to maintain for long periods of time. This study
      is designed to assess whether making small changes in eating and exercise behavior will be
      associated with sustained weight loss over three (3) years. The results of the study may
      have important implications for development of public health messages and clinical
      guidelines for prevention and treatment of obesity through small changes in both exercise
      and eating habits.
    ",Both,25 Years,65 Years
NCT02086799,Thyroid Hormones Treatment in Asthma Exacerbation,"
      This study will explore whether supplementation with thyroid hormones in the set-up of
      asthma exacerbation could improve the clinical outcomes.

      The study will include adults admitted to Rambam health care campus for moderate to severe
      Asthma exacerbation.

      The study is a prospective, randomized, double-blind, placebo-controlled, clinical trial.
      Patients will be randomized on admission to receive treatment with intra-venous thyroxine
      (100mcg once on admission and additional 100mcg after 12 hours) or placebo. The study
      treatment will be given only after the initial bronchodilator therapy, oxygen and informed
      consent are given. The primary endpoint is the time to return of the peak expiratory flow
      (PEF) rate to normal values or personal base line.
    ",Both,18 Years,60 Years
NCT02094079,Monitoring and Evaluation of the Levothyroxin Replacement Therapy in Pregnant Women With Hypothyroidism,"
      The aim of the study was to evaluate the clinical control program in patients with
      hypothyroidism during pregnancy (suggested in resent guidelines). Is it possible by
      monitoring the patients every 4. week during pregnancy to keep the thyroid function
      parameters within the recommended range?

      A retrospective study of consecutive pregnant women with hypothyroidism followed at the
      outpatient clinic at the Endocrinology Unit, Herlev Hospital, Denmark during 2012. Patients
      selected through electronic medical system. Blood tests for the The hormone levels drawn
      from the laboratory of Clinical Biochemical Department, Herlev Hospital
    ",Female,18 Years,45 Years
NCT02126683,The Effect of Plaquenil on Serum Inflammatory Markers and Goiter in Euthyroid Young Women With Hashimoto's Thyroiditis,"
      Hashimoto's thyroiditis (HT) is a common form of autoimmune thyroid disease, which affects
      up to 2% of general population. The annual incidence of HT worldwide is estimated to be 0.8
      - 3.5 cases per 1000 persons. The thyroid gland attacked by a variety of cell- and
      antibody-mediated immune processes. Various auto-antibodies may be present against TPO and
      Tg, and ADCC is a substantial factor behind the apoptotic fall-out of HT. Activation of
      cytotoxic T-lymphocytes in response to cell-mediated immune response affected by helper
      T-cells is central to thyrocyte destruction. Recent studies showed higher pro-inflammatory
      cytokines in serum of patients with HT, and suggested HT is associated with regulatory
      T-cells dysfunction, imbalance of ratio of Th1 cell and Th2 cell, overexpression of Th17
      cells.

      Several studies suggested that pregnant women with HT, even at euthyroid state had higher
      risk of spontaneous miscarriage, more frequent post-partum depression and higher depressive,
      anger, and total mood disturbance risk compared to those without HT. Presence of thyroid
      auto-antibodies is also associated with negative pregnant outcomes including gestational
      hypertension, late abortion, fetal death, premature delivery and neonatal respiratory
      distress. Neonates from mothers with ATD have higher rate of transient hypothyroidism.
      Children of mothers with ATD had higher risk of positive serum thyroid auto-antibodies and
      development of goiter and thyroid dysfunction. However, there is no suggested treatment for
      subjects with HT who have normal thyroid function. Low-iodine diet and regularly follow-up
      were suggested.

      Plaquenil (hydroxychloroquine) is an anti-malarial agent, and has been used to treat several
      autoimmune diseases, including lupus erythematosus and rheumatoid arthritis for more than a
      century. It reduced lymphocytes, production of auto-antibodies, cytokines, and immune
      mediators, NK cell activity, and inhibits antigens presenting to CD4 T-cells of B cells,
      dendritic cells and monocytes.

      This study focuses on the effect of Plaquenil on thyroid auto-antibodies, inflammatory
      markers, cytokines, and goiter size in euthyroid women with HT.
    ",Female,18 Years,35 Years
NCT02190214,Thyroid Disorders in Malaysian: A Nationwide Multicentre Study,"
      This will be a population based study looking at the prevalence of thyroid disorders in
      Malaysia (including hypo- and hyperthyroidism, subclinical hypo- or hyperthyroidism) and its
      association with different ethnicity and iodine status. The study will also look at genetic
      susceptibility for autoimmune thyroid disorders in the Malaysian population

      General hypotheses:

      The prevalence of thyroid disorders in Malaysia is 10% for hypothyroidism and 2% for
      hyperthyroidism Hypo- and hyperthyroidism is associated with iodine status in our population
      There are different susceptibility gene for autoimmune thyroid disorder in different
      ethnicity in our population
    ",Both,18 Years,N/A
NCT02201069,My Health Coach Study,"
      The ""My Health Coach Study"" seeks to determine if health coaching by a medical assistant can
      help patients have better sleep, a better diet, be more physically active or lose weight,
      according to the recommendation of their health care provider.
    ",Both,21 Years,100 Years
NCT02290405,Impact of Hyperarousal on Simple and Complex Cognitive Task Performance Among Insomnia Sufferers,"
      The purpose of this study is to learn more about people with insomnia disorder and cognitive
      impairment. Cognitive impairment is difficulty with mental abilities such as thinking,
      knowing and remembering.
    ",Both,21 Years,80 Years
NCT02316418,Safety and Efficacy Study of Hairstetics' ANCHORING SYSTEM For Hair Extensions For Subjects Affected With Hair Thinning,"
      The aim of the study is to assess the safety (by side effects) and efficacy (holding the
      hair extensions and subjects and operator satisfaction) of the Hairstetics' Anchoring System
      in subjects affected with hair loss presents with hair thinning, that are to be treated by
      hair extensions.
    ",Both,19 Years,N/A
NCT02379728,Ghana PrenaBelt Trial,"
      Every day in Ghana, 47 babies are stillborn (SB) and 232 babies are born with low
      birth-weight (LBW) - many of whom will die in infancy or suffer lifelong consequences.

      Sleeping on the back during pregnancy has recently emerged in scientific literature as a
      potential risk factor for SB and LBW. In fact, one of the earliest studies to demonstrate
      this link was conducted in Ghana by investigators on this protocol.

      When a woman in mid-to-late-pregnancy lies on her back, her large uterus compresses one of
      the major veins that delivers blood back to her heart and may completely obstruct it. This
      may result in less blood being returned to her heart and less blood being pumped to her
      developing fetus. Such changes may negatively impact the growth of her fetus and, along with
      some other risk factors, may contribute to the death of her baby.

      The investigators have developed a device, 'PrenaBelt', to significantly reduce the amount
      of time a pregnant woman spends sleeping on her back. The PrenaBelt functions via a simple,
      safe, effective, and well-established modality called positional therapy.

      The purpose of this study is to determine the effect of the PrenaBelt on birth-weight and
      assess the feasibility of introducing it to Ghanaian third-trimester pregnant women in their
      home setting via an antenatal care clinic and local health-care staff. Data from this study
      will be used in effect size calculations for the design of a large-scale, epidemiological
      study targeted at reducing LBW and SB in Ghana and globally.
    ",Female,18 Years,35 Years
NCT02399423,The GlasVEGAS Study (Glasgow Visceral & Ectopic Fat With Weight Gain in South AsianS),"
      South Asians have a much higher risk of diabetes compared to Europeans and investigators
      don't know why this is. Investigators think that South Asians' capacity to store fat safely
      under the skin is lower than Europeans, so they start to store fat around internal organs
      and in liver and muscle, and at lower body weights than Europeans. These increased levels of
      internal fat storage are thought to increase risk of diabetes.

      The purpose of the study therefore is to investigate whether there are differences with
      weight gain and weight loss in fat storage, fat cell function and metabolic risk factors, in
      South Asians compared with Europeans. Investigators will compare South Asian and European
      men at the start of the study, after they have gained about 7% body weight, and again after
      they have lost 7-15% body weight (from peak weight) to see how gaining and losing weight
      affects fat storage within the body and the function of fat cells. Investigators will also
      assess the effect of weight gain and weight loss on metabolism, fitness and risk factors for
      diabetes and heart disease.
    ",Male,18 Years,45 Years
NCT02491567,DNA Methylation and Autoimmune Thyroid Diseases,"
      Hashimoto Thyroiditis (HT) and Graves Disease (GD) are known to be caused by abnormal immune
      response against self cells and tissues. Epigenetics is a novel field of biology studying
      the mechanisms by which the environment interacts with the genotype to produce a variety of
      phenotypes through modifications to chromatin that do not directly alter the DNA sequence. A
      very limited number of epigenetic studies have been published in patients with HT and GD so
      far. Therefore, the purpose of this study is to analyze DNA methylation status in White
      Blood Cells (WBCs) within the promoter regions of genomic sites that have been previously
      identified as susceptibility loci or sites for autoimmune thyroid disease, such as the CD40,
      FOXP3, CTLA4, PTPN22, CD25, and TPO genes.
    ",Both,4 Years,18 Years
NCT02548715,Levothyroxine Treatment for Subclinical Hypothyroidism After Head and Neck Surgery,"
      Patients that require treatment for cancers of the head and neck often require a combination
      of surgery and/or radiation and chemotherapy. Hypothyroidism is one of the most common
      complications, and has been associated with post-operative complications such as wound
      healing problems, fistula formation, and decreased quality of life and survival. Several
      studies have examined hypothyroidism after radiation to the head and neck, but few have
      examined this after non-thyroid head and neck surgery. Head and neck resection is theorized
      to devascularize the thyroid, thus resulting in post-operative hypothyroidism.

      Synthroid is a synthetic thyroid hormone often used in cases of patients with proven
      hypothyroidism and after surgical thyroid removal. It's use has been in effect and studied
      for over fifty years.

      Treatment algorithms for hypothyroidism are well published. However, treatment of
      subclinical hypothyroidism (elevated TSH with normal or near-normal T3/T4) is controversial.
      The rate of subclinical hypothyroidism after non-thyroid head and neck surgery is high (up
      to 20%), and is associated with post-operative complications as noted above.

      Therefore the investigators propose a double blinded randomized controlled trial comparing
      outcomes of patients that develop subclinical hypothyroidism after head and neck surgery,
      who are given a standardized dose of synthroid treatment versus those treated with placebo.
      The main outcomes to be examined are post-operative complications (wound healing issues,
      fistula formation), survival, and quality of life measures.
    ",Both,18 Years,80 Years
NCT02575001,The Influence of Psychobiological Adversity to Children and Adolescents With Type 1 Diabetes,"
      The aims of this study are two fold: To show whether there is an increased environmental or
      genetic susceptibility to stress in patients with T1D and whether it influences diabetes
      management. And to develop a strategy for the assessment and treatment of patients with T1D
      and an increased risk for development of psychopathology under stress.
    ",Both,8 Years,15 Years
NCT02597582,LigaSure Small Jaw® Versus Conventional Neck Dissection in Head and Neck Cancer Patients,"
      There were totally 41 patients enrolled in the end of the study. The study group consisted
      of 20 patients while the control group had 21 patients. The operation duration was shorter
      (97.1 versus 116.3 minutes, P = 0.022) and the average amount of injected analgesics was
      lower (8.8 versus 17.7 ampules, P = 0.037) in the study group. No significant differences
      were noted between the two groups in demographic variables, primary tumor site, clinical N
      stage, levels of neck dissection, intraoperative bleeding, postoperative drainage
      amount/duration, and subjective postoperative pain status.
    ",Both,20 Years,80 Years
NCT02627937,Clinical Predictors of Pediatric OSAHS,"
      The purpose of this study is to develop adequate and satisfactory tools using reliable
      clinical and physical factors in predicting pediatric obstructive sleep apnea/hypopnea
      syndrome (OSAHS) and allow greater access to appropriate therapy in children.
    ",Both,2 Years,18 Years
NCT00067691,Acupuncture for Shortness of Breath in Cancer Patients,"
      The purpose of this study is to determine whether acupuncture is effective in relieving
      shortness of breath among breast and lung cancer patients.
    ",Both,18 Years,N/A
NCT00163709,BNP Testing in Patients With SOB on Presentation to ED,"
      A trial to examine whether a new heart failure blood test can improve the outcome of
      patients presenting to the Emergency Department with shortness of breath.

      We hypothesise that a BNP test performed in real-time in patients presenting to the
      Emergency Department with shortness of breath will help identify additional patients with
      CHF and consequently to change practice and allow more patients to recieve correct treatment
      earlier.
    ",Both,40 Years,N/A
NCT00302601,Study of Diagnosis and Pathophysiology of Pulmonary Embolism (APE 1 Trial),"
      The purpose of this study is to

        -  investigate which method and criterion for diagnosing pulmonary embolism is the best
           and

        -  determine the relationship between blood vessel constriction and clot size in patients
           developing heart failure
    ",Both,18 Years,N/A
NCT00314548,Inhaled Prostacyclin for Adult Respiratory Distress Syndrome (ARDS) and Pulmonary Hypertension,"
      Summary of the proposed research:

      The intravenous application of prostacyclin (PGE1) or its stable analogue, iloprost, has
      been used to cause a decrease not only of the pulmonary but also of the systemic vascular
      tone. Aerosolized prostacyclin, on the other hand, can result in a selective pulmonary
      vasodilatation without affecting the systemic blood pressure as shown in preliminary
      studies/case reports. No large trials exist for this type of use of the drug so far.
      Furthermore, aerosolized PGI2 can improve gas exchange and pulmonary shunt in clinical
      settings of impaired ventilation/perfusion ratio as it occurs in adult respiratory distress
      syndrome (ARDS) due to the redistribution of pulmonary blood flow from non-ventilated to
      ventilated, aerosol accessible lung regions. Therefore, the investigators propose to carry
      out a prospective, double blinded, randomized trial to show that the nebulized iloprost
      decreases pulmonary hypertension selectively and improves oxygenation in ARDS.
    ",Both,16 Years,N/A
NCT00318071,Multi MERCI (Mechanical Embolus Removal in Cerebral Ischemia [MERCI™]),"
      The primary objectives of the Multi MERCI trial were:

        -  to evaluate the addition of the Merci L5 Retriever

        -  additionally permit use of the Merci Retrieval System in the setting of persistent clot
           following IV t-PA treatment (use in the 0-8 hour window for patients ineligible for IV
           t-PA was also permitted)
    ",Both,18 Years,N/A
NCT00341848,Postpartum Uterine Regression,"
      Uterine leiomyomas are the leading cause of hysterectomy in the United States, accounting
      for over 200,000 procedures each year. Most epidemiologic studies of uterine leiomyoma show
      that parity has a protective association with leiomyoma, but the mechanism is not known.
      Both epidemiologic data and data from an animal model indicate that the protective
      association is not an artifact resulting from reduced fertility among women with fibroids.
      We hypothesize that the process of uterine regression following delivery results in loss of
      small fibroids due to selective apoptosis of transformed cells and the extensive remodeling
      of the entire uterus.
    ",Female,18 Years,45 Years
NCT00356551,Family Spirit Study,"
      The goals of this study are to evaluate the effects of an in-home parenting education
      program, called Family Spirit, on parenting knowledge and skills and decreasing alcohol and
      substance use compared to a breast-feeding education. In addition, we will assess aspects of
      mother/child interaction.
    ",Both,12 Years,24 Years
NCT00522977,Echo-Cardiographic Assessment of Cardiovascular Characteristics During Pregnancy and Postpartum Periods,"
      The purpose of this echocardiographic study is to restudy the longitudinal changes in
      cardiac size and function during and after pregnancy in healthy women using relatively new
      parameters of systolic and diastolic function as well as classical measures of left
      ventricle (LV) function using contemporary echocardiographic machines.

      We, the researchers at Hillel Yaffe Medical Center, will assess diastolic function and its
      possible relation to shortness of breath.
    ",Female,N/A,N/A
NCT00573053,Effects of Targeting Lower Arterial Oxygen Saturations on the Development of Control of Breathing in Very Preterm Infants,"
      To determine whether targeting lower arterial oxygen saturations from the day of birth
      alters the early (first 3 months) postnatal development of the control of ventilation and
      the hypercapnic and hyperoxic responses in very preterm infants.
    ",Both,N/A,70 Days
NCT00692198,Long-term Oxygen Treatment Trial,"
      Chronic obstructive pulmonary disease (COPD) is a serious respiratory disease in which the
      airways in the lungs are partially blocked, resulting in symptoms of chest tightness,
      coughing, and difficulty breathing. Currently, there are many available treatments for
      managing COPD symptoms and improving quality of life, including medications, lifestyle
      changes, oxygen therapy, and pulmonary rehabilitation. For people with severe COPD that is
      characterized by very low blood oxygen levels at rest, long term oxygen therapy can help to
      prolong life and promote feelings of well-being. However, the effectiveness of supplemental
      oxygen therapy for people with COPD that is characterized by only moderately low blood
      oxygen levels at rest or normal blood oxygen at rest and desaturation on exercise is not
      known. This study will evaluate the effectiveness of supplemental oxygen therapy in treating
      people with COPD who have moderately low blood oxygen levels at rest or who have normal
      blood oxygen levels at rest, but have low or very low blood oxygen levels during exercise.
    ",Both,40 Years,N/A
NCT00712998,X-Ray Computed Tomography and Blood Reactive Oxygen Species Level,"
      The clinically widely used X-ray computed tomography examination has a low-grade radiation
      effect and recently has attracted much attention concerning the possible adverse effects of
      radiation on human body [ref. 1-5]. The radiation is harmful to human tissues and cells
      mainly because it can interact with water (which makes up to 80% of cells) to generate
      reactive oxygen species (ROS), especially the formation of hydroxyl radicals. So far as we
      can reach, there is no report concerning the relation between X-ray computed tomography
      examination and the blood ROS concentration. Therefore, we wish to conduct this study to
      clarify if the routinely applied X-ray computed tomography examination may induce a higher
      concentration of ROS in the peripheral blood.

      Study subjects will be participants of health check program at our hospital. The only
      enrollment condition will be a scheduled X-ray computed tomography examination for either
      lung (20 cases) or heart (20 cases) of the study subject. Another 20 participants receiving
      health check program without X-ray computed tomography examination will be included as the
      control group. The formal consent will be delivered to the participants of health check
      program several days before their admission for health check and will be retrieved before
      the proceeding of health check.

      Measurements and comparison of ROS concentration will be performed in the sampled peripheral
      blood before and after the performance of X-ray computed tomography examination during a
      regular health check program. Totally 120 blood samples will be collected from included 60
      study subjects within 3 months. Reactive oxygen species（ROS）levels will be measured by a
      chemiluminescence (CL) analysing system (CLD-110, Tohoku Electronic Industrial, Sendai,
      Japan).
    ",Both,50 Years,70 Years
NCT00782912,Postpartum Anemia and Postpartum Depression,"
      Postpartum anemia (PPA) and Postpartum depression (PPD) are common afflictions affecting
      women after childbirth. Both disorders have a significant impact on women's health and
      functional status. Despite common symptoms and characteristics, a link between these
      entities has not been adequately studied. The objective of this study is to determine
      whether postpartum anemia is an independent risk factor for the development of postpartum
      depression. This prospective cohort study will include all women delivered by elective term
      cesarean delivery. Hemoglobin and iron levels will be measured, standardized questionnaires
      for assessment of PPD, functional status and lactation will be administered before discharge
      and at 3 & 6 weeks post partum. Hemoglobin levels at each time point will be analyzed for
      correlation with depressive symptoms, functional status and lactation success.
    ",Female,N/A,N/A
NCT00839124,"A Study of Inhalation of 20,000 EU CCRE in Normal Volunteers Compared to Allergic Asthmatic Individuals","
      This will be a single center, open label study comparing baseline characteristics of
      recovered sputum cells (collected on screening day) to those of cells recovered 6 hours
      after inhalational challenge with 20,000 EU Clinical Center Reference Endotoxin (CCRE, a
      component of air pollution)) within each group as well as cross group comparisons between
      individuals with allergic asthma (AA's)and normal volunteers (NV's). The primary objective
      of this study is to test the hypothesis that persons with allergic asthma will have an
      increased neutrophil response to challenge with 20,000 EU CCRE compared to normal
      volunteers. Secondary objectives include post CCRE comparison between AA's and NV's with
      regard to changes in airway cells and blood as well as changes in mucociliary clearance
      (MCC) in response to inhalation of 20,000 EU CCRE.
    ",Both,18 Years,50 Years
NCT00848731,Phase I Trial of Inhaled Nitric Oxide to Treat Acute Pulmonary Embolism,"
      This study will test the hypothesis that patients with acute PE and dyspnea can safely
      inhale NO. The secondary hypothesis is that patients who are blinded to the inhaled NO
      concentration will sustain subjective improvement in their perception of dyspnea based upon
      their reported Borg dyspnea score, during inhalation of NO.

      Specific aims

        1. Test if patients with acute PE and shortness of breath of severity ≥ 5 on a 0-10 scale
           called the Borg score can have inhaled nitric oxide administered via nasal cannula or
           face mask in a titration protocol that increases concentration by 5 ppm in 5 min steps
           to a maximum of 25 ppm.

        2. We will measure the number of patients who meet an absolute safety endpoint during
           titration. An absolute safety endpoint requires execution of a rapid weaning protocol
           (2 ppm decrease per minute to 0 ppm).

           Absolute safety endpoints: Two consecutive SBP measurements more than one min apart
           with both readings < 80 mm Hg;SaO 2 <80% for more than 15 seconds; Patient
           deterioration as defined by: Clinical decision for need of inotropic or pressor support
           for any reason, seizure, new altered mental status, focal neurological signs suggestive
           of cerebral ischemia, evidence of myocardial ischemia, protracted vomiting.

        3. Test if the patient-reported Borg score decreases with administration of NO. Patients
           will not be told any details about the timing of the titration and will not be made
           aware of their iNO concentration when the Borg score is assessed.
    ",Both,18 Years,N/A
NCT00974337,Relative Adrenal Insufficiency in Preterm Very Low Birth Weight Infants With Shock,"
      The objective of this study is to estimate the prevalence of relative adrenal insufficiency
      in preterm very low birth weight infants with and without shock.
    ",Both,N/A,7 Days
NCT01004939,"Retrospective Study of Patients Who Were Treated With Fondaparinux Pre-, Peri- and/or Postpartum for Prophylaxis or Treatment of Venous Thromboembolism","
      The objective of this retrospective study is to gather information about how fondaparinux is
      used pre-, peri- and/or postpartum for both the prophylaxis and treatment of venous
      thromboembolism (VTE) in order to fill an information gap concerning the off-label use of
      fondaparinux during pregnancy.
    ",Female,N/A,N/A
NCT01095406,Safety and Feasibility Study of a Mechanical Ventilation Computerized Protocol: Intellivent,"
      The present protocol will demonstrate the safety, feasibility and efficacy of a newly
      computerized protocol integrated into a ventilator: S1 ventilator (Hamilton Medical). During
      ventilation with S1 ventilator, the respiratory support including oxygenation and CO2
      removal parameters are continuously adapted to patient respiratory status using science
      based rules. The present protocol is designed as a pilot evaluative study where the
      researchers will evaluate the safety, feasibility and efficacy of ventilating children
      during the weaning phase with the S1 ventilator for 5 hours, and compare to conventional
      ventilation.
    ",Both,N/A,18 Years
NCT01097928,"Pulmonary Embolism Response to Fragmentation, Embolectomy, & Catheter Thrombolysis: PERFECT","
      A prospective observational study to evaluate the safety and effectiveness data of
      catheter-directed therapy (CDT) including percutaneous mechanical thrombectomy (PMT) for
      treatment of acute pulmonary embolism (PE)
    ",Both,18 Years,N/A
NCT01098851,Oxygen Saturation Monitoring During Surgery,"
      Patients with Obstructive Sleep Apnea (OSA) have cyclical patterns of lower blood oxygen
      during sleep because of repeated episodes of upper airway obstruction that cause their
      breathing to stop. When these patients have surgery, anesthetic drugs may worsen these
      patterns of lower blood oxygen. This study monitors ten patients at high risk for OSA and
      ten patients at low risk for OSA during surgery. Patterns of lower oxygen saturations should
      arise in the high risk group but not the low risk group.
    ",Both,21 Years,N/A
NCT01232387,Identification of Early Predictors of Fetomaternal Hemorrhage,"
      Objectives: 1) To determine risk factors for fetomaternal hemorrhage. 2) To identify a
      cost-effective method to detect fetomaternal hemorrhage prior to significant fetal anemia.

      Significance/Background: Fetomaternal hemorrhage (FMH) is a condition in which occurs when
      the placenta transfers blood from the fetus to the mother. Normally, nutrition and gasses
      pass from mother to baby through the placenta and only waste products pass from baby to
      mother through the placenta. Whole blood cells do not normally cross the placenta in
      significant amounts. Mild FMH, where a small amount of whole blood passes from fetus to
      mother but does not hurt the mother or baby, occurs in about 75% of pregnancies. A pregnant
      woman does not know this occurs. It is only discovered if a special blood test that is
      labor-intensive to perform and difficult to interpret called the Kleihauer-Betke acid
      elution test is done. As mild FMH hurts no one, this test is not part of routine care. In
      most cases, testing is done only if a baby is born sick with unexplained anemia. Severe FMH,
      which can cause the baby to become sick from anemia (low red blood cell count) is caused by
      large blood loss into the mother, occurs in only 1-3 per 1000 births. Severe anemia caused
      by FMH can result in death of the baby before or after birth, or significant illness in the
      newborn period. Short term problems for the baby include difficulty breathing, difficulty
      maintaining blood pressure, and difficulty providing oxygen to all parts of the body. This
      can cause multiple problems with the function of internal organs including the liver,
      kidneys, intestines, and brain. Babies who become sick from severe FMH can develop long-term
      problems including cerebral palsy (a lifelong problem with body movements) and/or mental
      retardation.

      It is not known why some pregnancies are affected by FMH and others are not. It is thought
      that FMH may occur more frequently now than in the past, but no one knows why. If identified
      early, FMH is readily treatable by blood transfusion of the baby before or after birth
      and/or early delivery. Current laboratory testing for FMH is difficult and expensive. There
      is great need identify high risk patients early in pregnancy in order to treat the condition
      before the baby gets sick.

      Approach: Five hundred women will be asked to participate in the study at the time they are
      admitted to the Mount Sinai labor floor for delivery at term. After birth, newborns of study
      mothers will be tested for anemia. Mothers of anemic babies will donate blood for
      confirmation of FMH by established laboratory methods as well as for development of a new
      laboratory screening protocol. All mothers will provide medical, social, environmental, and
      full pregnancy history. Risk factors for FMH will be identified by statistical analysis of
      this information.
    ",Both,N/A,60 Years
