qid,docid,rel
20143,NCT01272622,0
20143,NCT01349400,0
20143,NCT01351870,0
20143,NCT01354912,0
20143,NCT01452971,2
20143,NCT01465425,2
20143,NCT01561729,0
20143,NCT01566682,1
20143,NCT01572571,0
20143,NCT01572584,0
20143,NCT01586611,0
20143,NCT01605214,0
20143,NCT01649752,0
20143,NCT01654887,0
20143,NCT01663155,0
20143,NCT01668459,0
20143,NCT01669135,0
20143,NCT01696292,0
20143,NCT01696968,0
20143,NCT01700257,0
20143,NCT01739881,2
20143,NCT01802125,0
20143,NCT01803542,0
20143,NCT01847209,1
20143,NCT01863069,0
20143,NCT01864538,0
20143,NCT01908933,0
20143,NCT01951846,1
20143,NCT02013063,0
20143,NCT02022371,0
20143,NCT02050724,1
20143,NCT02051868,0
20143,NCT02081105,1
20143,NCT02095808,2
20143,NCT02096445,0
20143,NCT02137291,0
20143,NCT02225392,0
20143,NCT02289144,0
20143,NCT02374242,0
20143,NCT02434107,0
20143,NCT02439086,0
20143,NCT02441478,0
20143,NCT02445183,0
20143,NCT02448225,0
20143,NCT02490059,1
20143,NCT02501668,2
20143,NCT02505750,0
20143,NCT02519972,2
20143,NCT02563691,0
20143,NCT02623712,1
201430,NCT00005134,0
201430,NCT00005254,0
201430,NCT00005338,0
201430,NCT00118560,0
201430,NCT00171054,0
201430,NCT00173602,0
201430,NCT00185068,1
201430,NCT00262470,1
201430,NCT00310752,0
201430,NCT00311805,0
201430,NCT00368095,1
201430,NCT00471289,0
201430,NCT00481741,0
201430,NCT00485329,0
201430,NCT00603590,1
201430,NCT00721006,2
201430,NCT00725881,0
201430,NCT00739596,0
201430,NCT00753025,0
201430,NCT00762086,0
201430,NCT00768495,0
201430,NCT00781950,0
201430,NCT00883246,1
201430,NCT00926770,0
201430,NCT00931112,0
201430,NCT00996281,0
201430,NCT01002235,0
201430,NCT01019681,1
201430,NCT01041729,1
201430,NCT01076738,0
201430,NCT01118000,0
201430,NCT01250275,1
201430,NCT01289548,0
201430,NCT01335022,0
201430,NCT01362283,0
201430,NCT01382277,1
201430,NCT01397474,0
201430,NCT01422343,1
201430,NCT01475097,1
201430,NCT01475786,0
201430,NCT01499134,0
201430,NCT01505738,1
201430,NCT01624519,0
201430,NCT01625832,1
201430,NCT01691911,0
201430,NCT01698853,0
201430,NCT01741896,0
201430,NCT01801592,1
201430,NCT01902654,0
201430,NCT01970332,1
201430,NCT02003781,0
201430,NCT02051088,1
201430,NCT02057328,0
201430,NCT02097186,0
201430,NCT02110251,1
201430,NCT02123004,0
201430,NCT02133911,0
201430,NCT02217501,1
201430,NCT02254356,2
201430,NCT02273232,2
201430,NCT02406131,1
201430,NCT02427464,0
201430,NCT02427867,0
201430,NCT02431819,1
201430,NCT02433990,0
201430,NCT02436200,0
201430,NCT02516072,1
20144,NCT00044239,0
20144,NCT00053456,0
20144,NCT00100126,0
20144,NCT00162032,0
20144,NCT00254930,0
20144,NCT00271570,2
20144,NCT00305201,0
20144,NCT00591916,0
20144,NCT00604786,0
20144,NCT00643149,0
20144,NCT00793403,0
20144,NCT00841789,2
20144,NCT01050062,0
20144,NCT01173939,0
20144,NCT01212770,0
20144,NCT01244217,0
20144,NCT01281969,0
20144,NCT01307423,0
20144,NCT01433861,0
20144,NCT01440075,0
20144,NCT01491776,0
20144,NCT01494792,0
20144,NCT01596335,2
20144,NCT01917721,1
20144,NCT02031120,0
20144,NCT02063789,0
20144,NCT02247765,0
20144,NCT02317913,2
20144,NCT02390596,1
20144,NCT02439996,2
20144,NCT02457403,0
20144,NCT02557334,0
20144,NCT02624882,0
20145,NCT00000566,1
20145,NCT00003674,0
20145,NCT00005351,0
20145,NCT00041509,0
20145,NCT00043927,0
20145,NCT00075179,0
20145,NCT00083772,0
20145,NCT00123734,2
20145,NCT00138099,0
20145,NCT00163709,1
20145,NCT00178789,2
20145,NCT00182364,0
20145,NCT00196417,0
20145,NCT00203970,2
20145,NCT00264901,0
20145,NCT00277394,1
20145,NCT00314548,0
20145,NCT00321048,1
20145,NCT00329433,0
20145,NCT00361959,0
20145,NCT00365950,2
20145,NCT00368836,0
20145,NCT00455468,0
20145,NCT00456196,1
20145,NCT00618579,0
20145,NCT00714597,0
20145,NCT00719784,2
20145,NCT00726570,0
20145,NCT00726947,1
20145,NCT00743106,0
20145,NCT00756145,0
20145,NCT00771563,0
20145,NCT00789399,0
20145,NCT00816920,0
20145,NCT00997737,0
20145,NCT01137578,0
20145,NCT01164046,1
20145,NCT01183026,2
20145,NCT01212757,0
20145,NCT01258725,0
20145,NCT01298986,0
20145,NCT01300832,0
20145,NCT01307423,0
20145,NCT01317160,0
20145,NCT01318174,0
20145,NCT01344954,0
20145,NCT01394107,0
20145,NCT01444612,0
20145,NCT01535248,0
20145,NCT01542723,0
20145,NCT01542762,0
20145,NCT01557725,0
20145,NCT01559532,0
20145,NCT01604538,2
20145,NCT01662843,2
20145,NCT01708239,0
20145,NCT01724996,0
20145,NCT01729559,2
20145,NCT01752673,0
20145,NCT01770912,0
20145,NCT01793194,0
20145,NCT01849406,0
20145,NCT01856842,0
20145,NCT01899339,1
20145,NCT01935141,2
20145,NCT01940328,0
20145,NCT01956955,1
20145,NCT01959529,0
20145,NCT01970202,0
20145,NCT02070354,0
20145,NCT02102828,0
20145,NCT02134652,0
20145,NCT02356120,2
20145,NCT02369263,2
20145,NCT02393963,0
20145,NCT02406885,0
20145,NCT02447731,0
20145,NCT02507180,0
20145,NCT02553200,0
20145,NCT02584725,0
20146,NCT00004572,0
20146,NCT00006426,1
20146,NCT00013286,1
20146,NCT00015626,1
20146,NCT00034788,2
20146,NCT00095446,2
20146,NCT00117364,0
20146,NCT00134550,0
20146,NCT00235196,0
20146,NCT00269100,0
20146,NCT00289497,0
20146,NCT00304733,1
20146,NCT00311922,2
20146,NCT00338702,0
20146,NCT00355602,0
20146,NCT00358059,0
20146,NCT00399425,2
20146,NCT00410449,0
20146,NCT00446823,1
20146,NCT00469105,2
20146,NCT00477022,0
20146,NCT00512538,0
20146,NCT00519493,0
20146,NCT00519935,1
20146,NCT00521027,0
20146,NCT00621608,2
20146,NCT00655044,1
20146,NCT00754741,1
20146,NCT00789646,0
20146,NCT00807664,0
20146,NCT00830453,0
20146,NCT00839865,0
20146,NCT00866424,0
20146,NCT00916500,0
20146,NCT00950040,1
20146,NCT00955669,0
20146,NCT00970697,1
20146,NCT00990522,1
20146,NCT00999635,1
20146,NCT01005264,0
20146,NCT01013792,0
20146,NCT01028404,0
20146,NCT01043354,1
20146,NCT01094899,1
20146,NCT01181453,0
20146,NCT01211236,1
20146,NCT01217463,0
20146,NCT01217567,0
20146,NCT01237392,0
20146,NCT01259206,2
20146,NCT01263288,0
20146,NCT01285973,0
20146,NCT01319123,0
20146,NCT01339637,0
20146,NCT01356459,0
20146,NCT01370837,0
20146,NCT01396304,1
20146,NCT01396837,0
20146,NCT01417208,1
20146,NCT01432925,0
20146,NCT01449422,0
20146,NCT01477047,0
20146,NCT01480414,0
20146,NCT01531517,0
20146,NCT01542463,2
20146,NCT01580917,1
20146,NCT01583465,0
20146,NCT01584817,0
20146,NCT01586481,0
20146,NCT01657318,0
20146,NCT01666093,1
20146,NCT01716624,0
20146,NCT01733524,0
20146,NCT01796548,0
20146,NCT01827683,0
20146,NCT01865292,0
20146,NCT01912976,0
20146,NCT01924806,0
20146,NCT01951768,1
20146,NCT01966380,2
20146,NCT01986205,0
20146,NCT01998932,0
20146,NCT02007824,0
20146,NCT02052817,0
20146,NCT02073188,0
20146,NCT02087215,0
20146,NCT02136654,0
20146,NCT02144142,0
20146,NCT02169167,0
20146,NCT02217722,0
20146,NCT02222376,2
20146,NCT02235935,1
20146,NCT02251418,1
20146,NCT02294175,0
20146,NCT02329366,1
20146,NCT02379507,1
20146,NCT02405741,0
20146,NCT02447172,0
20146,NCT02458495,0
20146,NCT02482948,1
20146,NCT02512159,2
20146,NCT02557698,0
20146,NCT02563678,2
20146,NCT02583958,0
20146,NCT02586519,0
20146,NCT02598180,0
20146,NCT02619877,1
20146,NCT02621476,0
20147,NCT00000369,2
20147,NCT00005015,1
20147,NCT00006170,0
20147,NCT00012558,2
20147,NCT00043654,1
20147,NCT00044187,0
20147,NCT00063362,1
20147,NCT00074789,0
20147,NCT00088387,0
20147,NCT00114439,0
20147,NCT00116259,0
20147,NCT00156325,0
20147,NCT00156533,0
20147,NCT00167479,0
20147,NCT00174876,0
20147,NCT00177216,0
20147,NCT00194038,0
20147,NCT00202293,0
20147,NCT00203450,0
20147,NCT00221442,0
20147,NCT00223509,2
20147,NCT00226135,2
20147,NCT00275834,0
20147,NCT00277641,0
20147,NCT00277654,0
20147,NCT00296179,0
20147,NCT00296790,0
20147,NCT00318448,0
20147,NCT00332098,0
20147,NCT00348036,0
20147,NCT00374543,1
20147,NCT00380081,1
20147,NCT00383643,0
20147,NCT00384332,0
20147,NCT00393978,0
20147,NCT00394095,0
20147,NCT00422331,0
20147,NCT00431171,0
20147,NCT00432198,0
20147,NCT00464191,2
20147,NCT00466193,0
20147,NCT00469937,0
20147,NCT00485680,1
20147,NCT00492232,0
20147,NCT00494468,0
20147,NCT00501540,0
20147,NCT00545233,0
20147,NCT00552760,1
20147,NCT00563992,2
20147,NCT00573196,2
20147,NCT00579280,0
20147,NCT00582712,0
20147,NCT00584961,2
20147,NCT00592696,0
20147,NCT00601536,1
20147,NCT00601575,0
20147,NCT00602394,0
20147,NCT00602537,0
20147,NCT00606840,0
20147,NCT00608296,1
20147,NCT00630175,1
20147,NCT00641108,0
20147,NCT00658541,0
20147,NCT00662155,0
20147,NCT00665366,1
20147,NCT00672490,2
20147,NCT00684814,0
20147,NCT00709202,0
20147,NCT00716521,0
20147,NCT00720395,0
20147,NCT00721955,1
20147,NCT00741299,2
20147,NCT00750061,0
20147,NCT00781482,0
20147,NCT00806234,0
20147,NCT00814502,0
20147,NCT00820794,0
20147,NCT00838032,0
20147,NCT00845507,0
20147,NCT00845988,2
20147,NCT00883493,1
20147,NCT00934908,0
20147,NCT00936598,0
20147,NCT00956319,1
20147,NCT00957359,0
20147,NCT00986128,2
20147,NCT00993850,2
20147,NCT00997672,0
20147,NCT00998634,0
20147,NCT00999219,0
20147,NCT01006525,0
20147,NCT01012180,1
20147,NCT01072929,0
20147,NCT01074073,0
20147,NCT01075295,0
20147,NCT01093937,0
20147,NCT01117961,0
20147,NCT01134731,0
20147,NCT01159652,0
20147,NCT01166425,0
20147,NCT01172652,0
20147,NCT01181232,1
20147,NCT01181583,0
20147,NCT01184443,0
20147,NCT01259388,0
20147,NCT01293825,1
20147,NCT01363310,0
20147,NCT01385709,2
20147,NCT01395238,0
20147,NCT01416220,0
20147,NCT01428518,0
20147,NCT01471613,0
20147,NCT01491490,0
20147,NCT01526148,2
20147,NCT01551485,0
20147,NCT01689909,1
20147,NCT01704352,1
20147,NCT01736709,0
20147,NCT01764035,0
20147,NCT01783652,0
20147,NCT01784666,2
20147,NCT01804036,0
20147,NCT01855594,0
20147,NCT01863628,1
20147,NCT01892306,0
20147,NCT01893229,2
20147,NCT01896336,0
20147,NCT01928446,0
20147,NCT01944293,2
20147,NCT01954680,0
20147,NCT02003690,0
20147,NCT02033915,0
20147,NCT02039479,0
20147,NCT02090595,0
20147,NCT02096900,0
20147,NCT02116400,0
20147,NCT02129790,0
20147,NCT02139098,0
20147,NCT02163564,0
20147,NCT02198859,0
20147,NCT02281162,0
20147,NCT02287259,0
20147,NCT02323763,2
20147,NCT02353299,1
20147,NCT02399423,0
20147,NCT02484963,0
20147,NCT02490241,0
20147,NCT02491307,2
20147,NCT02525991,0
20147,NCT02527564,0
20147,NCT02593643,0
20147,NCT02604277,2
20147,NCT02607696,0
20148,NCT00002414,1
20148,NCT00004771,0
20148,NCT00031369,1
20148,NCT00040196,0
20148,NCT00077896,1
20148,NCT00104663,0
20148,NCT00108849,0
20148,NCT00169468,0
20148,NCT00297271,0
20148,NCT00306124,0
20148,NCT00340301,1
20148,NCT00393588,0
20148,NCT00439127,0
20148,NCT00474292,0
20148,NCT00476372,0
20148,NCT00526084,0
20148,NCT00631332,0
20148,NCT00718107,1
20148,NCT00718458,0
20148,NCT00781833,0
20148,NCT00786032,0
20148,NCT00812474,0
20148,NCT00816556,0
20148,NCT00832403,0
20148,NCT00897299,0
20148,NCT00921648,0
20148,NCT01022307,0
20148,NCT01050881,0
20148,NCT01122342,0
20148,NCT01231672,0
20148,NCT01238926,1
20148,NCT01315704,1
20148,NCT01388400,0
20148,NCT01390922,2
20148,NCT01438060,0
20148,NCT01463475,0
20148,NCT01507454,0
20148,NCT01519271,2
20148,NCT01555827,0
20148,NCT01586520,0
20148,NCT01592825,0
20148,NCT01628315,2
20148,NCT01637051,0
20148,NCT01641627,0
20148,NCT01677793,0
20148,NCT01725178,0
20148,NCT01862172,0
20148,NCT01910363,1
20148,NCT01942759,0
20148,NCT01944397,0
20148,NCT01960985,1
20148,NCT01962779,0
20148,NCT02002884,0
20148,NCT02020980,0
20148,NCT02045004,0
20148,NCT02056613,0
20148,NCT02067247,0
20148,NCT02152449,0
20148,NCT02208219,0
20148,NCT02212119,1
20148,NCT02275312,0
20148,NCT02440815,0
20148,NCT02480803,0
20148,NCT02544178,0
20148,NCT02571504,0
20148,NCT02579278,0
20148,NCT02588053,0
20148,NCT02589925,0
20148,NCT02604186,0
20149,NCT00124163,0
20149,NCT00237276,0
20149,NCT00291486,0
20149,NCT00476905,2
20149,NCT00610818,0
20149,NCT00617825,0
20149,NCT00667225,0
20149,NCT00684294,0
20149,NCT00911352,0
20149,NCT00937690,1
20149,NCT01010321,1
20149,NCT01014819,2
20149,NCT01023984,0
20149,NCT01072045,0
20149,NCT01125150,0
20149,NCT01259037,2
20149,NCT01384357,0
20149,NCT01405755,1
20149,NCT01406379,0
20149,NCT01444989,2
20149,NCT01492647,0
20149,NCT01509599,0
20149,NCT01541553,1
20149,NCT01565993,0
20149,NCT01574664,0
20149,NCT01633515,0
20149,NCT01636453,0
20149,NCT01680562,2
20149,NCT01700101,1
20149,NCT01800656,0
20149,NCT01950026,1
20149,NCT01994616,0
20149,NCT02005796,0
20149,NCT02009566,2
20149,NCT02063243,0
20149,NCT02063971,0
20149,NCT02147353,0
20149,NCT02156193,0
20149,NCT02160626,0
20149,NCT02196246,1
20149,NCT02220127,0
20149,NCT02260180,0
20149,NCT02366559,0
20149,NCT02432118,0
20149,NCT02476747,0
20149,NCT02525822,0
20149,NCT02537483,0
20149,NCT02615912,1
20151,NCT00038272,0
20151,NCT00040495,2
20151,NCT00147030,0
20151,NCT00152399,2
20151,NCT00153712,0
20151,NCT00164905,1
20151,NCT00164931,1
20151,NCT00165009,2
20151,NCT00282373,0
20151,NCT00314704,2
20151,NCT00316017,0
20151,NCT00374101,1
20151,NCT00392639,0
20151,NCT00432991,0
20151,NCT00441727,1
20151,NCT00612196,0
20151,NCT00624169,2
20151,NCT00687336,1
20151,NCT00727974,0
20151,NCT00731601,2
20151,NCT00751634,0
20151,NCT00753064,0
20151,NCT00771563,0
20151,NCT00797641,1
20151,NCT00810121,0
20151,NCT00838682,2
20151,NCT00843063,1
20151,NCT00854776,0
20151,NCT00881413,2
20151,NCT00950417,0
20151,NCT01040416,0
20151,NCT01041196,0
20151,NCT01080326,2
20151,NCT01123837,0
20151,NCT01138969,0
20151,NCT01142180,1
20151,NCT01142245,1
20151,NCT01155401,2
20151,NCT01165866,0
20151,NCT01180179,1
20151,NCT01182597,2
20151,NCT01292915,2
20151,NCT01353144,0
20151,NCT01371591,2
20151,NCT01408186,1
20151,NCT01411852,0
20151,NCT01474915,0
20151,NCT01551641,1
20151,NCT01560702,2
20151,NCT01822600,2
20151,NCT01838863,0
20151,NCT01845168,0
20151,NCT01888588,0
20151,NCT01911702,0
20151,NCT01923064,0
20151,NCT01926600,2
20151,NCT01956955,0
20151,NCT01993381,0
20151,NCT02017379,2
20151,NCT02049619,0
20151,NCT02088385,2
20151,NCT02105532,1
20151,NCT02150941,2
20151,NCT02166008,0
20151,NCT02197039,1
20151,NCT02241044,2
20151,NCT02245802,2
20151,NCT02316990,0
20151,NCT02342470,0
20151,NCT02352155,2
20151,NCT02358850,0
20151,NCT02417519,0
20151,NCT02446678,0
20151,NCT02456012,1
20151,NCT02461329,1
20151,NCT02477501,0
20151,NCT02535624,0
201510,NCT00001259,0
201510,NCT00004330,0
201510,NCT00040053,0
201510,NCT00064766,0
201510,NCT00225199,1
201510,NCT00260091,1
201510,NCT00290251,1
201510,NCT00374192,0
201510,NCT00461305,0
201510,NCT00472615,0
201510,NCT00534846,0
201510,NCT00552266,0
201510,NCT00563576,0
201510,NCT00611923,0
201510,NCT00633360,0
201510,NCT00754065,0
201510,NCT00789802,0
201510,NCT00849173,0
201510,NCT00856921,0
201510,NCT00866437,0
201510,NCT00967746,0
201510,NCT01128322,0
201510,NCT01141972,0
201510,NCT01295294,0
201510,NCT01297868,1
201510,NCT01309113,0
201510,NCT01353846,1
201510,NCT01368068,0
201510,NCT01377519,1
201510,NCT01412138,2
201510,NCT01428713,0
201510,NCT01541241,0
201510,NCT01588899,0
201510,NCT01601366,0
201510,NCT01840124,1
201510,NCT01928784,0
201510,NCT01936493,1
201510,NCT01941017,0
201510,NCT02084667,2
201510,NCT02197936,0
201510,NCT02201719,0
201510,NCT02340533,2
201510,NCT02400684,1
201510,NCT02459717,0
201510,NCT02470741,1
201510,NCT02481739,1
201510,NCT02511626,2
201510,NCT02633254,0
201511,NCT00004833,0
201511,NCT00008853,0
201511,NCT00111735,0
201511,NCT00192218,0
201511,NCT00206375,0
201511,NCT00267345,0
201511,NCT00287144,0
201511,NCT00320346,0
201511,NCT00352664,0
201511,NCT00357201,0
201511,NCT00360074,0
201511,NCT00486954,0
201511,NCT00493103,1
201511,NCT00524238,1
201511,NCT00535561,0
201511,NCT00552253,1
201511,NCT00565890,0
201511,NCT00679835,0
201511,NCT00715572,0
201511,NCT00818896,0
201511,NCT00836251,0
201511,NCT00844948,0
201511,NCT00895531,0
201511,NCT00906971,0
201511,NCT00921050,1
201511,NCT00965601,0
201511,NCT01006421,0
201511,NCT01029262,0
201511,NCT01049217,0
201511,NCT01072032,0
201511,NCT01074047,0
201511,NCT01115231,0
201511,NCT01197183,2
201511,NCT01236599,0
201511,NCT01258062,0
201511,NCT01306227,0
201511,NCT01486667,0
201511,NCT01525004,0
201511,NCT01574859,1
201511,NCT01576705,0
201511,NCT01577108,0
201511,NCT01647750,0
201511,NCT01665781,0
201511,NCT01695733,0
201511,NCT01716871,0
201511,NCT01719510,0
201511,NCT01739972,0
201511,NCT01832753,0
201511,NCT01840332,1
201511,NCT01848171,1
201511,NCT01853579,0
201511,NCT01862510,2
201511,NCT01901250,0
201511,NCT01916018,0
201511,NCT02029378,0
201511,NCT02073006,0
201511,NCT02077413,0
201511,NCT02086799,0
201511,NCT02113215,0
201511,NCT02222649,0
201511,NCT02308137,0
201511,NCT02399475,0
201511,NCT02430857,1
201511,NCT02451982,0
201511,NCT02452008,0
201511,NCT02509858,0
201511,NCT02511444,0
201511,NCT02516280,0
201511,NCT02528890,0
201511,NCT02563184,0
201511,NCT02591550,0
201512,NCT00002288,0
201512,NCT00069316,0
201512,NCT00097838,0
201512,NCT00135278,1
201512,NCT00162578,2
201512,NCT00226304,0
201512,NCT00227214,0
201512,NCT00231374,1
201512,NCT00355394,0
201512,NCT00452036,1
201512,NCT00483873,0
201512,NCT00557622,0
201512,NCT00565435,0
201512,NCT00594035,0
201512,NCT00619203,0
201512,NCT00658060,0
201512,NCT00681824,0
201512,NCT00704340,1
201512,NCT00735527,0
201512,NCT00736827,1
201512,NCT00764101,1
201512,NCT00766064,0
201512,NCT00779740,0
201512,NCT00783224,0
201512,NCT00927953,0
201512,NCT00938756,0
201512,NCT00979615,0
201512,NCT01135134,0
201512,NCT01339702,1
201512,NCT01355627,1
201512,NCT01369563,0
201512,NCT01425632,0
201512,NCT01448473,0
201512,NCT01478035,0
201512,NCT01481922,0
201512,NCT01482052,0
201512,NCT01503788,1
201512,NCT01512277,0
201512,NCT01522105,0
201512,NCT01540838,0
201512,NCT01554124,0
201512,NCT01680029,0
201512,NCT01730391,2
201512,NCT01730690,2
201512,NCT01747369,0
201512,NCT01781247,0
201512,NCT01799837,0
201512,NCT01802502,0
201512,NCT01815125,0
201512,NCT01861522,0
201512,NCT01897402,0
201512,NCT01915745,0
201512,NCT01918033,0
201512,NCT01943929,0
201512,NCT01977001,0
201512,NCT02011867,0
201512,NCT02021877,1
201512,NCT02063087,0
201512,NCT02119533,2
201512,NCT02236442,0
201512,NCT02238210,0
201512,NCT02247765,0
201512,NCT02261792,0
201512,NCT02263235,0
201512,NCT02357498,0
201512,NCT02418169,1
201512,NCT02457546,2
201512,NCT02467309,2
201512,NCT02475226,2
201512,NCT02486783,0
201512,NCT02495545,1
201512,NCT02633787,0
201513,NCT00001220,2
201513,NCT00001922,0
201513,NCT00066911,0
201513,NCT00071734,0
201513,NCT00104000,0
201513,NCT00173745,0
201513,NCT00315042,1
201513,NCT00315549,0
201513,NCT00344318,0
201513,NCT00394550,0
201513,NCT00455468,0
201513,NCT00491894,0
201513,NCT00515437,0
201513,NCT00569894,0
201513,NCT00597844,0
201513,NCT00626951,0
201513,NCT00653198,0
201513,NCT00679796,0
201513,NCT00713414,0
201513,NCT00734565,0
201513,NCT00905385,0
201513,NCT00912990,0
201513,NCT00938353,0
201513,NCT00954031,1
201513,NCT01017055,0
201513,NCT01036659,0
201513,NCT01044316,0
201513,NCT01075269,0
201513,NCT01125527,0
201513,NCT01186900,0
201513,NCT01194232,0
201513,NCT01198210,0
201513,NCT01226953,0
201513,NCT01227200,0
201513,NCT01249300,0
201513,NCT01249885,0
201513,NCT01255670,2
201513,NCT01255735,0
201513,NCT01292213,0
201513,NCT01342796,0
201513,NCT01362517,0
201513,NCT01404962,0
201513,NCT01406509,0
201513,NCT01428908,0
201513,NCT01501526,0
201513,NCT01580033,0
201513,NCT01609101,0
201513,NCT01682005,0
201513,NCT01715610,0
201513,NCT01730391,0
201513,NCT01749033,0
201513,NCT01790477,0
201513,NCT01817907,0
201513,NCT01833676,0
201513,NCT01894763,0
201513,NCT01925222,0
201513,NCT02013570,0
201513,NCT02102399,0
201513,NCT02217111,0
201513,NCT02264353,0
201513,NCT02264392,0
201513,NCT02379130,0
201513,NCT02428478,0
201513,NCT02436031,0
201513,NCT02464527,0
201513,NCT02610868,0
201516,NCT00000577,2
201516,NCT00001716,0
201516,NCT00001845,0
201516,NCT00006318,0
201516,NCT00029510,2
201516,NCT00092885,0
201516,NCT00220753,0
201516,NCT00273962,0
201516,NCT00287378,1
201516,NCT00304304,0
201516,NCT00346398,0
201516,NCT00377663,0
201516,NCT00426634,0
201516,NCT00428753,2
201516,NCT00489346,0
201516,NCT00521040,2
201516,NCT00549120,0
201516,NCT00569361,0
201516,NCT00660322,0
201516,NCT00710450,0
201516,NCT00711399,2
201516,NCT00731575,2
201516,NCT00747981,0
201516,NCT00805324,0
201516,NCT00839124,1
201516,NCT00860418,0
201516,NCT00920621,0
201516,NCT00930826,1
201516,NCT01107262,0
201516,NCT01113489,0
201516,NCT01175434,0
201516,NCT01318954,0
201516,NCT01338311,0
201516,NCT01405963,0
201516,NCT01520688,0
201516,NCT01706198,0
201516,NCT01720069,0
201516,NCT01721291,0
201516,NCT01748162,0
201516,NCT01789866,0
201516,NCT01855659,0
201516,NCT01868113,0
201516,NCT01895478,0
201516,NCT01957293,0
201516,NCT01978288,0
201516,NCT01984086,0
201516,NCT02026531,0
201516,NCT02104505,0
201516,NCT02113436,0
201516,NCT02127866,0
201516,NCT02182713,0
201516,NCT02182856,0
201516,NCT02235428,2
201516,NCT02249286,0
201516,NCT02258308,0
201516,NCT02269761,2
201516,NCT02296411,0
201516,NCT02301975,0
201516,NCT02360072,2
201516,NCT02380495,0
201516,NCT02507635,2
201516,NCT02542254,0
201516,NCT02544035,2
201516,NCT02579720,0
201516,NCT02609893,0
201517,NCT00092521,1
201517,NCT00119509,0
201517,NCT00120848,0
201517,NCT00122681,0
201517,NCT00294047,0
201517,NCT00316693,0
201517,NCT00421486,0
201517,NCT00435214,1
201517,NCT00443313,1
201517,NCT00458562,2
201517,NCT00461760,1
201517,NCT00501189,0
201517,NCT00518336,1
201517,NCT00520117,0
201517,NCT00673192,1
201517,NCT00736216,1
201517,NCT00743626,2
201517,NCT00854269,1
201517,NCT00925288,0
201517,NCT01034358,0
201517,NCT01086709,0
201517,NCT01097356,0
201517,NCT01131312,0
201517,NCT01158209,2
201517,NCT01192282,0
201517,NCT01207999,0
201517,NCT01213459,2
201517,NCT01231945,2
201517,NCT01384370,2
201517,NCT01446198,1
201517,NCT01512784,0
201517,NCT01539668,1
201517,NCT01550783,0
201517,NCT01637298,0
201517,NCT01671462,2
201517,NCT01824537,0
201517,NCT01824992,1
201517,NCT01826045,0
201517,NCT01881659,0
201517,NCT01953094,0
201517,NCT02113514,1
201517,NCT02328872,1
201517,NCT02431520,0
201517,NCT02561208,0
201517,NCT02634190,0
201518,NCT00000560,1
201518,NCT00001628,0
201518,NCT00001629,0
201518,NCT00005485,2
201518,NCT00005499,0
201518,NCT00012818,2
201518,NCT00013026,2
201518,NCT00053534,0
201518,NCT00107367,0
201518,NCT00126516,0
201518,NCT00133328,2
201518,NCT00149227,0
201518,NCT00156728,1
201518,NCT00159614,0
201518,NCT00162565,2
201518,NCT00182065,0
201518,NCT00208806,1
201518,NCT00263302,1
201518,NCT00270374,2
201518,NCT00274807,0
201518,NCT00305526,1
201518,NCT00305617,0
201518,NCT00309764,2
201518,NCT00319384,1
201518,NCT00344513,2
201518,NCT00355667,1
201518,NCT00367978,0
201518,NCT00381030,0
201518,NCT00382746,1
201518,NCT00400517,0
201518,NCT00433043,1
201518,NCT00444301,1
201518,NCT00514826,0
201518,NCT00521820,0
201518,NCT00523757,1
201518,NCT00530426,2
201518,NCT00534066,2
201518,NCT00578565,0
201518,NCT00597077,1
201518,NCT00623571,0
201518,NCT00633633,0
201518,NCT00634712,0
201518,NCT00654264,1
201518,NCT00663377,0
201518,NCT00664339,1
201518,NCT00681200,0
201518,NCT00753142,0
201518,NCT00767195,0
201518,NCT00770107,0
201518,NCT00791843,0
201518,NCT00887666,2
201518,NCT00913653,1
201518,NCT00957541,1
201518,NCT00971386,1
201518,NCT01041924,1
201518,NCT01091961,0
201518,NCT01113840,1
201518,NCT01138683,2
201518,NCT01141907,2
201518,NCT01148719,1
201518,NCT01161693,0
201518,NCT01282749,0
201518,NCT01294111,0
201518,NCT01307722,2
201518,NCT01335022,2
201518,NCT01354912,0
201518,NCT01390935,1
201518,NCT01414439,1
201518,NCT01457053,2
201518,NCT01467973,2
201518,NCT01469897,0
201518,NCT01514825,0
201518,NCT01519115,0
201518,NCT01529463,2
201518,NCT01566890,0
201518,NCT01647932,1
201518,NCT01661712,0
201518,NCT01671995,2
201518,NCT01691118,0
201518,NCT01698242,1
201518,NCT01772108,1
201518,NCT01786837,0
201518,NCT01794728,2
201518,NCT01822808,1
201518,NCT01826513,0
201518,NCT01868880,0
201518,NCT01906957,2
201518,NCT01936909,0
201518,NCT01971944,1
201518,NCT01976091,0
201518,NCT01977404,2
201518,NCT02006251,0
201518,NCT02050425,0
201518,NCT02107495,1
201518,NCT02127866,0
201518,NCT02149940,0
201518,NCT02173028,0
201518,NCT02189577,0
201518,NCT02203383,2
201518,NCT02227927,0
201518,NCT02289508,2
201518,NCT02296411,0
201518,NCT02305095,1
201518,NCT02334891,2
201518,NCT02344342,1
201518,NCT02347722,2
201518,NCT02357667,0
201518,NCT02378571,2
201518,NCT02389933,1
201518,NCT02429388,1
201518,NCT02542488,0
201518,NCT02546856,1
201518,NCT02553200,0
